,AE1,AE2,AE3,AE4,AE5,AE6,AE7,AE8
Mitochondrial nucleoid associated proteins,1.3128263,-1.3893405,-0.19470552,-0.09517504,-2.5680795,-0.39077502,-2.1351545,1.1046555
Mitochondrial respiratory chain complex assembly factors,1.1460295,-2.0649595,-1.4987526,0.26351386,-3.2302296,0.6404683,-2.516224,1.2348366
Mitochondrial ribosomal proteins,0.062929876,-1.6611359,-0.58383954,0.086272866,-3.1164315,0.25248772,-2.3462422,1.1692777
Mitochondrial sorting and assembly machinery complex,-0.6584673,-1.2330024,-0.9075232,1.2293811,-2.541097,0.46507794,-2.861449,1.4678527
Mitochondrial transcription initiation complex subunits,2.8536649,-1.8542023,-0.82481873,0.6580981,-2.7042089,-2.3056304,-3.2706854,1.5293043
Mitochondrial translation release factor family,0.6429819,-0.89463186,0.42355755,0.2193944,-2.5153246,0.0901147,-2.2879667,-0.07232884
Mitochondrially encoded protein coding genes,-0.13921285,-2.4796848,-2.9036608,-0.80930775,-2.0151916,1.0029064,-2.557916,3.106438
Mitofusin family,-1.4146073,0.2838014,-0.18029985,-0.29496348,-0.4510365,0.3956337,-1.5160716,1.3110361
Mitogen-activated protein kinase kinase kinase kinases,1.7739248,-1.0886021,0.8340962,-0.6263277,-0.8272149,0.1996031,-2.0296159,0.16967678
Mitogen-activated protein kinase kinase kinases,1.7731966,-0.54058635,0.11070033,-0.35263062,-1.0689567,-0.20713784,-2.0361178,0.6733411
Mitogen-activated protein kinase kinases,0.40284857,-1.6510234,-0.64905506,-0.40683943,-0.9094282,0.18984993,-2.443524,0.424957
Mitogen-activated protein kinases,1.2951303,-0.32615665,-0.5854657,0.4758922,-0.5452391,0.2814647,-0.6627331,0.84613186
Mucins,1.1010823,0.05911389,-2.3292217,-1.1587605,-1.5379332,-0.068952516,-2.482693,0.84848845
Multicopper ferroxidase family,0.6079452,-0.7639884,-0.21131071,-2.0297074,-2.5086937,0.42458022,-1.4222796,0.16079552
Multicopper oxidase family,3.281232,-4.4920397,-0.9933379,-2.4078462,-3.2821178,0.62921536,-3.581652,3.2447667
Multiple C2 and transmembrane domain containing,1.9371712,-0.6321949,0.06644746,-2.2274349,-1.3883069,0.16946106,-3.2053173,-0.6144933
Multiplexin collagens,2.2755065,-0.7174766,-0.23158741,-3.1115713,-2.5375855,-0.19177674,-4.420736,3.4283535
MutL homologs,2.050105,-0.74647427,0.8652138,0.7107525,-2.1381638,-0.97322357,-1.6824594,1.5326962
MutS homologs,1.9269946,-0.49406645,0.23609099,-0.3239658,-1.8724908,-1.9730197,-1.2998416,0.92889524
MuvB complex subunits,1.5103345,-0.11498693,1.1584867,-0.05428505,-2.111248,-1.152166,-1.4710028,1.0138506
My-T-BRC complex,2.4261265,-1.2692405,0.32248905,-1.0368758,-1.6475673,-0.3303215,-2.8778136,-0.7790002
Myb/SANT domain containing,1.940221,-0.42444667,0.4565008,0.46087587,-0.920329,-1.0319307,-1.9155734,0.7086829
Myocardin family,0.80573523,0.17348352,0.39909795,-0.40901345,-0.12843734,-0.2974462,-1.953701,2.1014705
Myogenic regulatory family,-0.0858643,-1.5800261,-2.2297633,-1.0146765,-0.3548764,0.39186072,-2.9554884,2.1805806
Myosin binding proteins,-0.16257381,-2.3968549,-1.689959,-0.02651988,-0.97236735,0.33372056,-2.7451096,3.0579708
"Myosin heavy chains, class I",1.6852521,-0.96772826,-0.76556164,-2.4003632,-2.1537285,-0.058195934,-2.603196,0.20172207
"Myosin heavy chains, class II",-0.066858046,-1.6593134,-1.6782248,-0.53997827,-0.43435672,0.22519414,-2.067427,2.5913382
"Myosin heavy chains, class III",2.400324,-0.53898454,-1.30962,0.49216288,-1.8923771,-2.7287939,-2.1199787,2.6869338
"Myosin heavy chains, class IX",2.2889686,-0.83003783,0.8988959,-0.035508916,-0.9394225,-1.1673361,-1.8230708,0.3778781
"Myosin heavy chains, class V",2.2691336,-2.0829244,0.5856143,0.5899,0.095037065,0.8796625,-0.3940375,-0.38325188
"Myosin heavy chains, class VI",2.9167745,0.5149534,-2.9879093,-0.5582905,-2.643513,0.6605961,-1.3988347,0.49289808
"Myosin heavy chains, class XVI",3.1046817,-4.668486,-1.7625296,0.36895293,-1.1427013,-0.7144095,0.11229685,2.9699128
"Myosin heavy chains, class XVIII",-0.11693811,-2.7948241,-1.5597636,0.7856082,-0.9665349,-0.94132817,-3.046211,3.8234284
Myosin light chain kinase family,-0.1427337,-1.9119587,-1.4973727,-0.06858237,-0.6020318,0.47105128,-3.120805,3.2152433
"Myosin light chains, class 1",-0.26607323,-1.2495526,-0.77609277,-0.34025365,-0.6954328,0.089053765,-2.195836,2.244496
"Myosin light chains, class 2",-0.28472948,-1.40193,-0.86517113,-1.4593104,-1.7303325,0.2611032,-2.7468538,1.7474067
Myosin phosphatase targeting family,0.648755,-0.44767985,-0.06510792,-0.8490807,-0.96053654,0.49480003,-2.2438343,0.6387833
Myotubularins,1.6955698,-0.37775046,0.29610243,0.31864154,-1.0511031,-0.33662033,-0.9734161,0.53025043
Myozenins,-0.5494869,-2.2353516,-1.6206406,0.24184005,-0.6799827,0.31952584,-3.0297053,3.55113
N- and C-terminal methyltransferases,0.93467915,-1.0324907,-0.16782111,-0.2694443,-2.35279,-0.26064962,-1.9326231,1.7009043
N-Ank proteins,1.9868339,-0.9198357,-1.5451514,0.22858073,-0.54789895,-1.8774751,-1.6667135,2.557364
N-BAR domain containing,1.4161167,-1.0008982,-0.85711384,0.33330965,0.041626476,0.13188837,-1.0756447,0.8004929
N-alpha-acetyltransferase subunits,2.4131484,0.581426,-0.303223,1.4158639,-1.8899382,-0.9241623,-1.0574546,1.9690089
N-arachidonoylethanolamine hydrolases,1.5607334,-0.105155915,-2.1252775,-1.3466753,-2.6285126,0.30265576,-1.5997386,0.17432177
N-myristoyltransferase family,0.9719559,-1.2259818,0.9680075,-0.39286625,-1.565018,-0.35369968,-1.022051,1.2317516
NADH oxidase family,2.040558,-1.59022,-1.1553851,-0.6982041,-1.4081464,-0.14828189,-2.2765014,0.8416631
NADH:ubiquinone oxidoreductase core subunits,-0.23837197,-2.9986086,-2.0821838,0.060750738,-2.687083,0.5389086,-3.0202482,1.7880759
NADH:ubiquinone oxidoreductase supernumerary subunits,0.13314831,-2.9084463,-2.0611906,0.2566194,-2.9316823,1.102683,-3.2511086,2.1457276
NALCN channel complex subunits,4.159015,-3.9323063,-2.9681485,2.2570255,-0.1467337,0.9227823,-0.5245316,2.6532705
NBPF members,2.3374596,0.43161127,-0.35395458,-0.6618202,-1.815799,-2.6585279,-1.824291,2.0450132
NCoR/SMRT transcriptional repression complex subunits,1.3795121,-0.20406404,0.8478188,-0.113002226,-1.474844,-0.6084352,-1.8522365,0.65675586
NDC80 kinetochore complex ,0.9872117,-0.56322026,0.2322551,-1.1072264,-1.3838482,-2.1571832,-2.2178247,-1.1090366
NDRG family,1.4479184,-0.8629346,-1.5965613,0.8779296,-0.5396951,0.7804183,-0.80413604,1.901666
NHERF family PDZ scaffold proteins,2.7434168,-2.0800076,-3.28228,-1.2616581,-3.5945387,0.9572623,-3.2070706,0.99885154
NHS family,1.4158185,0.9352741,-1.006196,-1.2953473,-1.1577982,0.60934323,-1.2512228,1.2100329
NIM1K family kinases,3.5897312,-3.6575933,-3.6578915,1.876011,0.32412833,2.1994472,-0.43758175,1.8210328
NIMA related kinase family,2.3965888,-0.52201426,0.0023149177,-0.19539435,-2.0540977,-1.1302576,-2.1175647,1.9250388
NKL subclass homeoboxes and pseudogenes,1.1845617,-2.0790782,-1.774467,-1.4029151,-0.9148493,-0.080328405,-1.7678647,1.736123
NLR family,1.2460055,-1.3739028,-0.4392765,-1.2918764,-1.2606982,-0.9720339,-2.240379,0.64737034
NME/NM23 family,2.2835157,-0.5281335,-0.7487582,-0.6974987,-1.9969146,0.36831397,-2.8687923,1.6288323
NPHP complex,3.6715817,-1.0463938,-1.5022501,1.6612803,-1.6476284,-1.5095593,-3.5739243,3.3624942
NRZ tethering complex,1.5482297,0.36457774,0.41868234,0.5878601,-0.9080015,-2.3209143,-1.7578225,0.6426171
NSL histone acetyltransferase complex,1.8361056,-0.6583859,0.7966735,0.6052422,-0.96814996,-0.82721525,-2.7425187,0.81118643
NSP adaptor proteins,1.4578637,-0.1242751,-0.6388942,-1.2659105,-1.6841317,0.5031508,-3.4018552,0.31449512
NT-C2 domain containing,2.7383928,-0.36542112,-1.143656,-0.46756744,-1.996434,0.24551071,-1.6166818,-1.0509316
NTC associated proteins,1.8722124,-0.6742438,1.2427628,0.108961895,-1.6875839,-0.50382173,-2.271223,-0.05386796
NUAK family kinases,0.27185076,0.3700898,-0.76749545,-0.85489213,-0.551184,0.51138926,-0.77433294,0.6138019
NURF complex,2.3532438,-0.3046223,1.474777,0.53917915,-1.9614694,-1.3090045,-1.949847,0.5435388
Na+/K+ transporting ATPase interacting,1.9587079,-2.9057338,-2.648087,1.296641,0.47784406,1.1559315,-0.345989,1.9264853
Nebulin family,-0.2313022,-1.0006388,-1.3781922,-0.47322118,-0.43557924,0.524296,-1.7347736,1.6105455
Nectins and nectin-like molecules,1.3253881,-0.34644595,-1.1886691,-1.0411423,-0.76349616,0.6773477,-0.7360012,1.1675799
Negative elongation factor complex members,3.1677303,-0.17907128,-0.65705985,1.5742681,-0.6741789,-1.6218402,-2.5077693,1.2302111
Netrins,2.541713,-1.620927,-1.9225314,0.09801085,-0.84996,0.4069932,-1.8466539,2.0182989
Network forming collagens,2.0438871,-0.6901003,-0.15252909,-1.6733718,-1.8720144,0.6714979,-3.7338483,2.6144617
Neuraminidases,1.4518001,-1.6958048,-2.0657148,-0.29926622,-1.9941909,0.13381262,-1.8713968,0.7052597
Neuregulins,3.0258014,-2.234427,-2.4740036,-0.14854087,-1.301396,0.04755135,-2.2140875,2.497759
Neurexins,2.6163998,-1.953361,-1.4688548,1.3702446,0.30432075,0.86879706,0.31450582,1.6851213
Neurexophilin and PC-esterase domain containing,0.42302722,-0.70159435,-1.4166126,-0.85769093,-1.5634551,0.25931972,-2.3939126,0.21328063
Neurexophilins,1.1005182,-1.1022393,-1.9963803,0.0768479,0.36578333,0.93338263,-0.58494544,1.922069
Neuroligins,2.2386065,-1.6114923,-1.1523603,0.32400876,-0.052756973,0.9728205,-0.26381156,2.0684907
Neuromedin U receptors,4.0844893,-2.2590752,-3.8337831,-0.39086175,-1.2837774,-0.15191115,-4.8833246,2.3065248
Neuropeptide FF receptors,2.0871105,-1.3478746,-1.7305062,-0.4327178,-0.31125432,-1.0906836,-2.87827,2.103233
Neuropeptide S receptor,1.9899824,-4.9328823,-2.0509238,-2.957058,-3.9137032,0.1944734,-2.670422,3.1811092
Neuropeptide Y receptors,2.5880284,-2.3627357,-2.1534717,-0.0017847121,-1.1023715,0.5117512,-1.5482764,1.2936156
Neuropeptides,0.9775193,-1.4054303,-2.006802,-1.1397792,-0.85498154,0.18235405,-1.8091416,1.3605094
Neuropeptides B and W receptors,1.117449,-4.3545284,-1.1562841,-1.9800552,-3.19533,-1.4477576,-2.4668448,3.952144
Neurotensin receptors,1.5989392,-2.6697724,-2.0877347,-0.44973195,-0.12151397,0.451124,0.37511188,0.7514286
Neurotrophins,1.3370069,-1.4011111,-0.8269375,-1.4930403,-1.1399928,0.63060623,-2.807933,2.6918762
NineTeen complex,1.0379503,-0.4193535,1.1629527,0.020055726,-1.3104761,0.51694626,-0.55330217,-0.19781156
NoRC complex,3.443934,-0.8198409,1.224846,0.22869162,-1.8372623,-1.6186409,-2.5166795,0.2294387
Non-canonical high mobility group,2.3660462,0.035018742,0.6807825,-0.2375909,-1.4675677,-0.6915448,-2.35626,0.55705905
Non-canonical poly(A) polymerases,2.2555745,-0.5228486,1.0989053,-0.5851826,-1.5414544,-1.9011413,-2.1322556,0.65205747
Non-clustered protocadherins,1.9059967,-1.934926,-1.3896956,-0.5099493,-0.3800674,1.2648942,-0.89939046,1.8388865
Non-histone lysine methyltransferases,1.8286332,-0.58418405,-0.13911322,0.029624805,-1.9516156,-0.34314167,-2.0715091,1.6388943
Notch receptors,2.6180792,-1.1808896,0.44502214,-1.8842198,-1.720244,-0.015750214,-3.5998838,2.9886582
NuRD complex subunits,1.9209714,-0.20721856,0.25710332,0.19052999,-0.68792385,-0.70549047,-1.8373542,0.6080159
Nuclear RNase P complex subunits,1.0678579,-0.1571028,0.33351064,-0.056091234,-1.8787103,-0.38695097,-1.6911075,0.28796977
Nuclear exosome targeting complex,1.788661,-0.27191207,1.1323605,-1.0705559,-2.4390752,-1.1316822,-2.5039089,0.19116773
Nuclear factor I family,2.2015302,-1.6806436,-2.0573142,-1.0899674,-1.5270119,0.97968185,-3.5544236,4.1325917
Nuclear receptor subfamily 0 group B,3.5984848,-3.6951327,-3.6626363,-0.6555772,-3.4088514,0.22653152,-3.3811595,1.95303
Nuclear receptor subfamily 1 group D,2.3749247,-3.2029498,-2.3451867,1.1305549,-1.9879375,1.1144899,-3.2213588,3.6460893
Nuclear receptor subfamily 1 group H,3.0591764,-2.8478343,-1.8234959,-1.4630101,-3.3271747,0.4350617,-4.2901473,1.3996238
Nuclear receptor subfamily 1 group I,0.69217616,-1.3254178,-2.129642,-2.54364,-3.0304794,0.13571008,-1.5992999,-0.22856219
Nuclear receptor subfamily 2 group C,2.238144,-0.68606126,1.0457845,1.1572577,-1.2695427,-1.3973291,-2.027144,1.0860983
Nuclear receptor subfamily 2 group E,2.0342267,-3.7716713,-2.6660047,1.3935322,0.16910964,1.8691798,-0.70499796,2.4490232
Nuclear receptor subfamily 2 group F,3.4157064,-1.3563523,-1.5357333,-1.6535876,-3.4059553,0.9510311,-3.8841593,2.9003794
Nuclear receptor subfamily 3 group C,1.867401,-1.1169271,0.23288801,-1.7626632,-2.7072668,-0.31901973,-2.985502,2.9260604
Nuclear receptor subfamily 4 group A,3.6785555,-2.327509,-0.2031838,-2.0548675,-2.87114,1.356711,-3.906132,2.433783
Nuclear receptor subfamily 5 group A,2.9178865,-2.4170158,-2.1492667,-1.5290182,-2.504696,-0.08988722,-3.2529886,1.7764127
Nuclear receptor subfamily 6 group A,2.8151011,-0.52219296,-1.8300848,0.6853143,-0.996823,-4.224896,-2.2940986,2.660334
Nucleoporins,2.3680744,-0.382434,1.1081303,-0.13700019,-1.7271498,-2.0393064,-2.2199452,0.28862247
Nucleoredoxin family,1.4749067,-0.80917335,-1.0782644,-1.7898507,-1.952106,-0.19598548,-2.672767,2.8432252
Nucleosome assembly protein 1 like family,2.8290544,-2.3723605,-0.7163743,1.2216879,-1.179853,0.5377643,-1.7624931,1.8615367
Nucleosome assembly protein superfamily,1.5661783,-0.42433712,2.2305424,-0.7284964,-2.4216022,0.6217393,-1.9275665,-0.93875647
Nucleotide excision repair,0.99050856,-0.80657387,0.7676042,-0.6464888,-1.6107135,-1.2537844,-1.9741588,1.106277
NudC family,2.783875,-1.9330893,0.20357475,0.41106936,-2.1294506,-0.37811154,-2.3018901,1.9891086
Nudix hydrolase family,1.6113806,-1.5732367,-1.3349836,-0.06989165,-2.1893535,0.35122573,-2.102042,1.0744178
O-linked N-acetylglucosaminyltransferases,2.172307,-0.42812943,-0.7604418,-0.11263047,-0.98878247,0.25740522,-3.15471,3.3560734
OOSP family,2.2648804,-1.3730458,-2.0543268,-0.56968784,-0.13784051,-2.2428417,-2.8126023,3.204805
ORAI calcium release-activated calcium modulators,4.5553575,-2.216664,0.20632038,-0.6798306,-3.2811599,0.49003887,-3.7561169,0.57991284
OTU domain containing,1.5575261,-0.7857621,0.574339,-0.2871459,-0.8377871,-0.84909403,-1.3674748,0.070701666
Olfactomedin domain containing ,1.6785812,-0.62380695,-0.8767559,-0.93345404,-0.87255335,1.1684653,-1.637429,1.8491094
"Olfactory receptors, family 1",0.7626364,-1.6565964,-2.1311085,-1.3880073,-0.9637187,-0.081440896,-2.0988774,1.6040968
"Olfactory receptors, family 10",0.32662547,-2.3326576,-1.9241424,-1.7314435,-1.064001,-0.13269274,-1.9327624,1.8469248
"Olfactory receptors, family 11",1.1268227,-1.6454916,-2.6916509,-1.7822305,-1.337842,-0.246269,-2.1022782,1.5698938
"Olfactory receptors, family 12",3.132301,-3.5989044,-5.089128,-1.2992079,-2.1721442,0.08557616,-6.107733,3.5184624
"Olfactory receptors, family 13",1.2292687,-1.9216797,-2.1933854,-1.2034736,-1.3956383,-0.1892578,-2.2406166,1.7543106
"Olfactory receptors, family 14",0.27009273,-1.0617379,-1.8861611,-1.1873975,0.14207762,-0.43297768,-1.4079919,1.1901586
"Olfactory receptors, family 2",1.0592165,-1.8967515,-2.0693183,-1.3253335,-1.2221208,-0.2242023,-1.8981948,1.6429206
"Olfactory receptors, family 3",2.0158703,-3.5075758,-2.750388,-1.7103457,-2.6195645,-0.5970998,-2.4517286,2.2670884
"Olfactory receptors, family 4",0.958705,-2.1485927,-2.6446023,-1.7056181,-1.400975,-0.20938046,-2.9043174,1.8947873
"Olfactory receptors, family 5",1.4246469,-2.760547,-2.8372972,-1.5070285,-2.036809,0.16662247,-3.2121422,2.0135136
"Olfactory receptors, family 51",1.0621457,-1.7961594,-2.448479,-1.3020254,-0.85226446,0.14389075,-2.0667155,1.5671
"Olfactory receptors, family 52",0.62325305,-1.8032714,-1.9205875,-1.4580393,-0.8618512,-0.33940393,-2.1410375,1.977927
"Olfactory receptors, family 56",0.51560926,-1.4122976,-1.7232529,-1.2507919,-0.7147601,-0.2065617,-1.4565403,1.815878
"Olfactory receptors, family 6",0.29137385,-1.6763694,-1.9248543,-1.5706514,-1.0881174,-0.09281675,-1.6317303,1.3859892
"Olfactory receptors, family 7",0.77947503,-1.665156,-2.293769,-0.86065054,-1.0499209,-0.5541641,-2.4751494,1.8868637
"Olfactory receptors, family 8",0.9988121,-2.3844438,-2.4878519,-2.028321,-1.550159,-0.2829215,-2.2936006,1.9099073
"Olfactory receptors, family 9",1.2030215,-2.3562589,-2.6200614,-1.2863537,-1.5167762,-0.007576123,-2.1017692,1.9014468
Oligosaccharyltransferase complex subunits,3.3949554,-0.06376204,-0.20241705,-1.8473378,-3.9904969,-0.1097828,-4.129519,1.4458841
Opioid receptors,1.2814976,-2.3936868,-1.5399388,0.18228184,-0.25657552,-0.19614424,-1.1030121,2.0658724
Opsin receptors,2.410833,-3.28476,-2.748635,0.19786696,-0.5207215,0.38869905,-1.311393,2.2969873
Origin recognition complex,1.4032923,-0.19938737,0.60615706,0.16254489,-1.6752343,-1.619328,-1.1524515,0.39299685
Outer dynein arm docking complex subunits,4.2424216,-1.61376,-1.9195685,1.0345902,-1.8076707,-2.1888306,-3.4199827,4.0129547
Overlapping transcripts,1.8409445,-0.30067298,-2.3918257,-0.23587038,-1.7138112,-0.93961155,-2.1439085,1.6755257
Oxoglutarate dehydrogenase complex,0.6378641,-2.657684,-1.8211418,-0.27410513,-3.3061497,0.8364277,-2.6636071,1.4935758
Oxoglutarate dehydrogenase family,3.0726938,-4.7885838,-2.5556731,-2.018874,-5.265849,1.036881,-2.999162,2.8100343
Oxoglutarate receptor,0.7193701,0.6345371,-0.92433554,-1.5763866,-2.0361233,0.6803653,-2.0405884,0.5313653
Oxysterol binding proteins,1.0838816,-0.27756533,-0.17532483,-0.5903487,-1.1054599,0.4676364,-1.8960187,0.579626
P-TEFb complex subunits,2.5756857,-0.7900828,0.48550063,0.26637083,-1.1431895,-1.6254998,-2.1660523,0.67028683
P2Y receptors,0.7876298,-0.8535752,-0.46254054,-1.1706783,-0.7576794,0.6694865,-2.0371654,-0.3539131
PAGE family,2.2212954,-1.0102719,-1.9410927,-0.3993503,-1.158512,-2.3219516,-2.5713904,2.4152749
PAR bZIP family,3.08964,-3.056386,-2.6875587,0.9317059,-2.2282443,0.81245387,-3.0825517,3.7360063
PARN exonuclease family,2.5185282,0.05981183,0.66537815,-0.13007884,-1.7634723,-2.3218904,-2.2146394,1.34972
PAS domain containing,1.954853,-1.1968687,-1.2911252,-0.07696475,-0.77587026,0.004615292,-1.3137071,1.7225645
PASK family kinases,2.4666147,-1.1199716,0.013255917,0.11001137,-1.3517493,-1.7823505,-2.8738081,-0.50727427
PBAF complex subunits,1.9958553,0.03850609,1.4706997,0.0017634779,-1.7613004,-0.8273027,-1.9951103,0.6311058
PDZ domain containing,1.4852426,-0.254011,-1.0337423,-0.533716,-0.91029805,0.24003564,-1.572967,1.5989699
PEAK pseudokinase family,1.9122576,-2.1207256,0.69057554,-1.4578638,-1.1025584,0.4641313,-3.4450672,-0.23790611
PHD finger proteins,2.469855,-0.3391107,0.6961587,0.01414682,-1.3886601,-0.9598899,-2.1115808,0.68615705
PI4KA lipid kinase complex,1.6692832,-1.3236008,0.2572292,-0.34469032,-0.25771493,0.1932608,-0.90642565,0.34836102
PIK3C3 complex subunits,1.8431152,-1.2371875,1.8928161,-1.2699108,-2.366351,-0.74710774,-2.0669193,0.25004524
PIM kinase family,2.2315848,-1.1717678,-0.5568588,-2.285592,-1.6645069,-0.42179388,-3.9478643,-0.40417954
PIN-like domain superfamily,2.5127969,-0.07005766,0.83397573,0.041011468,-1.9890392,-0.5689506,-2.0715485,1.040667
PLAC8 family,0.59921664,-0.2481502,-0.78866297,-1.2415915,-1.1372064,-1.5746504,-2.0252626,0.5964034
POTE ankyrin domain containing,1.7618642,-1.5058005,-2.0423384,-0.7691873,-0.8976738,-2.0538971,-1.9045672,2.7870424
POU class homeoboxes and pseudogenes,2.107723,-2.102847,-1.9419138,-0.48565912,-1.1300752,0.021138847,-1.6850948,1.8191259
PPFI scaffold protein family,1.2425858,-0.75627553,-1.3436558,0.3951251,-0.39720452,-0.042028874,-0.83108526,2.2980144
PR/SET domain family,0.9570708,0.070899755,0.059165888,-0.49430788,-0.64121306,0.06394775,-2.1097772,1.1681187
PRAME family,0.97052425,-1.668418,-2.481616,-0.9643239,-0.6488925,-0.23775366,-2.1590333,2.0430822
PRD class homeoboxes and pseudogenes,0.9660704,-1.4663599,-1.7452514,-1.1545395,-0.8140351,-0.683016,-1.7701993,1.8645575
PRELI domain containing,1.3209946,-0.58965397,-0.79577,-0.4857216,-1.3326298,0.7344267,-1.530307,-0.36970574
PROS class homeoboxes,2.6737082,-3.0727584,-1.4669812,-0.15437292,-2.3571665,-0.25999916,-2.0258965,1.9507245
PTEN protein phosphatases,2.6367388,-1.5598254,0.32029182,-1.5466336,-2.390318,-2.807694,-1.9423709,1.9252381
PTF1 complex,2.9504528,-3.132601,-3.9914412,-2.0429804,-1.6613157,-0.01707089,-3.33246,3.2386734
PTK6 family tyrosine kinases,1.0633734,-0.0029313266,-2.530396,-1.2207764,-1.3729453,0.12353821,-2.7086735,-0.13551377
PWWP domain containing,2.3845994,-0.16551484,0.07663923,0.5199307,-1.1690191,-1.0404024,-1.9175386,1.345393
PX-BAR domain containing,2.2858844,-0.31630182,-0.023070492,-1.2478422,-2.8974936,0.37669402,-2.238694,0.35157582
Paf1/RNA polymerase II complex ,1.708587,-0.32942992,1.2870007,0.15522209,-2.2908132,-1.0575058,-1.3829103,0.79595417
Paired boxes,1.8161623,-1.6246032,-2.5808973,0.041470483,-1.6678908,0.20037366,-2.179491,1.5756745
Pannexins,2.3488345,-3.4624171,-1.2435244,-1.2630749,-1.5824564,-0.08396967,-0.88807774,2.74292
Pantothenate kinase family,1.1491325,-0.9503627,-0.5313564,-0.49727696,-2.306267,0.039940447,-0.7789865,0.26516378
Pappalysins,1.5813351,-0.22203821,-0.07083235,-2.783097,-1.1077579,-0.08756916,-2.824234,2.3738022
Paralemmins,2.8888175,-2.2239976,-2.313544,-1.01482,-1.9613686,0.16124748,-3.235493,3.9137654
Paraneoplastic Ma antigens,3.555545,-3.2840853,-1.8801804,1.7034129,-0.6594652,0.78416026,-1.0389683,2.3035767
Paraoxonases,2.5431778,-2.8618233,-1.7318982,-2.501279,-3.1081412,0.11484483,-1.017637,2.279785
Parathyroid hormone receptors,3.726098,-3.880103,-2.3067386,-0.70746565,-2.9843652,0.27493447,-3.085374,2.8666725
Parvins,1.3166046,-1.4782152,0.59378606,-2.054468,-1.756531,0.7497099,-3.6039317,0.9822636
Parvulins,3.5616527,-4.5711703,-2.4918442,1.0503246,-2.3089983,1.2063079,-2.4077177,2.0337098
Patatin like phospholipase domain containing,2.6928911,-2.564132,-2.0089195,-0.2879964,-1.7311289,0.33594286,-2.7449036,1.8994563
PeBoW complex,1.117031,-0.6051786,0.76421577,-0.08568819,-2.0903628,-1.0382545,-1.2428539,0.15119134
Pecanex family,3.561832,-0.91258264,0.2966877,0.86290646,-1.6082529,-0.5945023,-2.3666182,1.016892
Pellino E3 ubiquitin protein ligases,2.2946124,0.059026435,-1.3761685,-0.41649604,-0.20445392,-0.030770019,-2.15783,1.0925366
Pentatricopeptide repeat containing,0.25575227,-0.46365052,1.1754284,0.056729198,-1.9823949,-0.25682527,-1.2708659,1.0218734
Pepsinogens,4.053577,-2.1702404,-4.1935687,0.074509844,-2.5145097,0.96991384,-4.417091,1.6097744
Peptidase family A1,2.5809946,-0.9499383,-2.0931275,-1.492916,-2.0053809,0.7706208,-3.4278483,1.2219054
Peptidase family A22,1.4201185,0.83434653,-1.1598232,-1.0712994,-1.1399074,-0.6470864,-1.8842633,0.9609341
Peptidase family A28 ,1.0726908,-0.91396236,-0.56324714,-0.2200317,-0.86047566,-0.86828166,-0.9875066,1.4710865
Peptidase family C1,0.6012164,0.4775447,-1.0661846,-1.5273933,-1.8021855,0.52039653,-2.5307198,0.82598233
Peptide receptors,0.34880802,-1.1411343,-1.0770173,-1.3182963,-1.0462271,-0.66025984,-0.77936774,1.612225
Peptidoglycan recognition proteins,0.1864016,-0.898388,-0.7954291,-2.3412817,-0.67385626,-1.1741284,-1.2226796,1.3406206
Peptidyl arginine deiminases,0.2038061,-0.9708338,-0.9937143,-1.3998066,-0.045038767,-0.11635339,-1.8371072,0.5114971
Perilipins,0.96833396,-2.2307734,-1.6997309,-2.0562408,-1.7788528,0.25157845,-3.0882025,2.2852054
Peroxins,2.8531954,-1.3682479,-1.7648768,0.25745672,-3.0053406,0.024497613,-2.142313,2.1915762
Peroxiredoxins,0.8083149,-1.6031742,-0.8025321,-1.5433663,-3.1202018,0.91768086,-2.4171379,1.679098
Peroxisome proliferator activated receptors,0.8061907,-0.2628444,-0.8564542,-1.7780398,-2.7907684,1.1962147,-2.8410783,0.94516915
Phosphatase and actin regulators,1.4629433,-0.7570497,0.19586447,-1.0790172,-0.970331,0.62893105,-1.392452,0.60710436
Phosphatidylinositol 3-kinase family,1.6964463,-0.5510751,-0.04454217,-0.9403961,-1.277574,0.32535976,-2.1476276,-0.38465652
Phosphatidylinositol glycan anchor biosynthesis,2.953846,1.0075316,-0.7287494,-0.013214275,-2.4193835,-0.36264542,-2.2422097,0.5981445
