HGNC ID,Approved symbol,Approved name,Status,Locus type,Previous symbols,Alias symbols,Chromosome,NCBI Gene ID,Ensembl gene ID,Vega gene ID,Group ID,Group name
HGNC:29567,ACSBG1,acyl-CoA synthetase bubblegum family member 1,Approved,gene with protein product,,"BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG",15q25.1,23205,ENSG00000103740,OTTHUMG00000143734,40,Acyl-CoA synthetase family
HGNC:24174,ACSBG2,acyl-CoA synthetase bubblegum family member 2,Approved,gene with protein product,,"BGR, PRTD-NY3, DKFZp434K1635",19p13.3,81616,ENSG00000130377,OTTHUMG00000180754,40,Acyl-CoA synthetase family
HGNC:21298,AACS,acetoacetyl-CoA synthetase,Approved,gene with protein product,,"FLJ12389, SUR-5, ACSF1",12q24.31,65985,ENSG00000081760,OTTHUMG00000168550,40,Acyl-CoA synthetase family
HGNC:26101,ACSF2,acyl-CoA synthetase family member 2,Approved,gene with protein product,,"FLJ20920, ACSMW",17q21.33,80221,ENSG00000167107,OTTHUMG00000162128,40,Acyl-CoA synthetase family
HGNC:27288,ACSF3,acyl-CoA synthetase family member 3,Approved,gene with protein product,,,16q24.3,197322,ENSG00000176715,OTTHUMG00000138044,40,Acyl-CoA synthetase family
HGNC:23993,AASDH,aminoadipate-semialdehyde dehydrogenase,Approved,gene with protein product,,"NRPS998, LYS2, ACSF4",4q12,132949,ENSG00000157426,OTTHUMG00000128841,40,Acyl-CoA synthetase family
HGNC:3569,ACSL1,acyl-CoA synthetase long chain family member 1,Approved,gene with protein product,FACL2,"LACS2, LACS, ACS1, LACS1, FACL1",4q35.1,2180,ENSG00000151726,OTTHUMG00000160547,40,Acyl-CoA synthetase family
HGNC:3570,ACSL3,acyl-CoA synthetase long chain family member 3,Approved,gene with protein product,FACL3,"ACS3, PRO2194",2q36.1,2181,ENSG00000123983,OTTHUMG00000133160,40,Acyl-CoA synthetase family
HGNC:3571,ACSL4,acyl-CoA synthetase long chain family member 4,Approved,gene with protein product,"FACL4, MRX63, MRX68","ACS4, LACS4",Xq23,2182,ENSG00000068366,OTTHUMG00000022190,40,Acyl-CoA synthetase family
HGNC:16526,ACSL5,acyl-CoA synthetase long chain family member 5,Approved,gene with protein product,FACL5,"ACS5, ACS2",10q25.2,51703,ENSG00000197142,OTTHUMG00000019060,40,Acyl-CoA synthetase family
HGNC:16496,ACSL6,acyl-CoA synthetase long chain family member 6,Approved,gene with protein product,FACL6,"KIAA0837, ACS2, LACS5, LACS2",5q31.1,23305,ENSG00000164398,OTTHUMG00000150692,40,Acyl-CoA synthetase family
HGNC:18049,ACSM1,acyl-CoA synthetase medium chain family member 1,Approved,gene with protein product,BUCS1,MACS1,16p12.3,116285,ENSG00000166743,OTTHUMG00000131550,40,Acyl-CoA synthetase family
HGNC:32017,ACSM2A,acyl-CoA synthetase medium chain family member 2A,Approved,gene with protein product,ACSM2,"A-923A4.1, MGC150530",16p12.3,123876,ENSG00000183747,OTTHUMG00000177401,40,Acyl-CoA synthetase family
HGNC:30931,ACSM2B,acyl-CoA synthetase medium chain family member 2B,Approved,gene with protein product,ACSM2,"HXMA, HYST1046",16p12.3,348158,ENSG00000066813,OTTHUMG00000131555,40,Acyl-CoA synthetase family
HGNC:10522,ACSM3,acyl-CoA synthetase medium chain family member 3,Approved,gene with protein product,SAH,SA,16p12.3,6296,ENSG00000005187,OTTHUMG00000131552,40,Acyl-CoA synthetase family
HGNC:32016,ACSM4,acyl-CoA synthetase medium chain family member 4,Approved,gene with protein product,,,12p13.31,341392,ENSG00000215009,OTTHUMG00000154975,40,Acyl-CoA synthetase family
HGNC:26060,ACSM5,acyl-CoA synthetase medium chain family member 5,Approved,gene with protein product,,FLJ20581,16p12.3,54988,ENSG00000183549,OTTHUMG00000131551,40,Acyl-CoA synthetase family
HGNC:31665,ACSM6,acyl-CoA synthetase medium chain family member 6,Approved,gene with protein product,C10orf129,bA310E22.3,10q23.33,142827,ENSG00000173124,OTTHUMG00000018808,40,Acyl-CoA synthetase family
HGNC:16091,ACSS1,acyl-CoA synthetase short chain family member 1,Approved,gene with protein product,ACAS2L,"dJ568C11.3, AceCS2L, MGC33843",20p11.21,84532,ENSG00000154930,OTTHUMG00000032112,40,Acyl-CoA synthetase family
HGNC:15814,ACSS2,acyl-CoA synthetase short chain family member 2,Approved,gene with protein product,ACAS2,"ACS, ACSA, AceCS, dJ1161H23.1",20q11.22,55902,ENSG00000131069,OTTHUMG00000032317,40,Acyl-CoA synthetase family
HGNC:24723,ACSS3,acyl-CoA synthetase short chain family member 3,Approved,gene with protein product,,FLJ21963,12q21.31,79611,ENSG00000111058,OTTHUMG00000170179,40,Acyl-CoA synthetase family
HGNC:10996,SLC27A2,solute carrier family 27 member 2,Approved,gene with protein product,FACVL1,"FATP2, hFACVL1, VLACS, VLCS, HsT17226, ACSVL1",15q21.2,11001,ENSG00000140284,OTTHUMG00000131643,40,Acyl-CoA synthetase family
HGNC:11000,SLC27A6,solute carrier family 27 member 6,Approved,gene with protein product,,"FATP6, VLCS-H1, FACVL2, ACSVL2",5q23.3,28965,ENSG00000113396,OTTHUMG00000128991,40,Acyl-CoA synthetase family
HGNC:10997,SLC27A3,solute carrier family 27 member 3,Approved,gene with protein product,,"FATP3, MGC4365, ACSVL3",1q21.3,11000,ENSG00000143554,OTTHUMG00000037155,40,Acyl-CoA synthetase family
HGNC:10998,SLC27A4,solute carrier family 27 member 4,Approved,gene with protein product,,"FATP4, ACSVL4, FATP-4",9q34.11,10999,ENSG00000167114,OTTHUMG00000020746,40,Acyl-CoA synthetase family
HGNC:10995,SLC27A1,solute carrier family 27 member 1,Approved,gene with protein product,,"FATP1, FATP, MGC71751, FLJ00336, ACSVL5",19p13.11,376497,ENSG00000130304,OTTHUMG00000182878,40,Acyl-CoA synthetase family
HGNC:10999,SLC27A5,solute carrier family 27 member 5,Approved,gene with protein product,,"FATP5, VLACSR, VLCS-H2, VLCSH2, FACVL3, FLJ22987, ACSVL6, ACSB",19q13.43,10998,ENSG00000083807,OTTHUMG00000183543,40,Acyl-CoA synthetase family
HGNC:33128,ACOT1,acyl-CoA thioesterase 1,Approved,gene with protein product,,"ACH2, CTE-1, LACH2",14q24.3,641371,ENSG00000184227,OTTHUMG00000171607,41,Acyl-CoA thioesterases
HGNC:18156,ACOT11,acyl-CoA thioesterase 11,Approved,gene with protein product,THEA,"STARD14, BFIT, KIAA0707, BFIT1, THEM1",1p32.3,26027,ENSG00000162390,OTTHUMG00000009891,41,Acyl-CoA thioesterases
HGNC:24436,ACOT12,acyl-CoA thioesterase 12,Approved,gene with protein product,,"Cach, THEAL, STARD15",5q14.1,134526,ENSG00000172497,OTTHUMG00000131305,41,Acyl-CoA thioesterases
HGNC:20999,ACOT13,acyl-CoA thioesterase 13,Approved,gene with protein product,THEM2,HT012,6p22.3,55856,ENSG00000112304,OTTHUMG00000014359,41,Acyl-CoA thioesterases
HGNC:18431,ACOT2,acyl-CoA thioesterase 2,Approved,gene with protein product,,"Mte1, ZAP128",14q24.3,10965,ENSG00000119673,OTTHUMG00000171608,41,Acyl-CoA thioesterases
HGNC:19748,ACOT4,acyl-CoA thioesterase 4,Approved,gene with protein product,,"FLJ31235, PTE-Ib, PTE2B",14q24.3,122970,ENSG00000177465,OTTHUMG00000169485,41,Acyl-CoA thioesterases
HGNC:33159,ACOT6,acyl-CoA thioesterase 6,Approved,gene with protein product,C14orf42,,14q24.3,641372,ENSG00000205669,OTTHUMG00000171609,41,Acyl-CoA thioesterases
HGNC:24157,ACOT7,acyl-CoA thioesterase 7,Approved,gene with protein product,,"BACH, ACH1, ACT, CTE-II, LACH1, MGC1126, hBACH",1p36.31,11332,ENSG00000097021,OTTHUMG00000001295,41,Acyl-CoA thioesterases
HGNC:15919,ACOT8,acyl-CoA thioesterase 8,Approved,gene with protein product,PTE1,"hACTE-III, hTE, PTE-2, NAP1",20q13.12,10005,ENSG00000101473,OTTHUMG00000033045,41,Acyl-CoA thioesterases
HGNC:17152,ACOT9,acyl-CoA thioesterase 9,Approved,gene with protein product,,"CGI-16, MT-ACT48, ACATE2",Xp22.11,23597,ENSG00000123130,OTTHUMG00000021257,41,Acyl-CoA thioesterases
HGNC:324,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1,Approved,gene with protein product,,"LPAAT-alpha, LPLAT1",6p21.32,10554,ENSG00000204310,OTTHUMG00000031210,46,1-acylglycerol-3-phosphate O-acyltransferases
HGNC:25718,LPCAT1,lysophosphatidylcholine acyltransferase 1,Approved,gene with protein product,AYTL2,"FLJ12443, AGPAT9, AGPAT10, LPLAT8",5p15.33,79888,ENSG00000153395,OTTHUMG00000131017,46,1-acylglycerol-3-phosphate O-acyltransferases
HGNC:26032,LPCAT2,lysophosphatidylcholine acyltransferase 2,Approved,gene with protein product,AYTL1,"FLJ20481, AGPAT11, LysoPAFAT, LPLAT9",16q12.2,54947,ENSG00000087253,OTTHUMG00000133238,46,1-acylglycerol-3-phosphate O-acyltransferases
HGNC:325,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2,Approved,gene with protein product,BSCL,"LPAAT-beta, LPLAT2",9q34.3,10555,ENSG00000169692,OTTHUMG00000020936,46,1-acylglycerol-3-phosphate O-acyltransferases
HGNC:326,AGPAT3,1-acylglycerol-3-phosphate O-acyltransferase 3,Approved,gene with protein product,,"LPAAT-gamma, LPAAT3, LPLAT3",21q22.3,56894,ENSG00000160216,OTTHUMG00000086892,46,1-acylglycerol-3-phosphate O-acyltransferases
HGNC:20885,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4,Approved,gene with protein product,,"LPAAT-delta, dJ473J16.2, LPAAT4, LPLAT4",6q26,56895,ENSG00000026652,OTTHUMG00000015966,46,1-acylglycerol-3-phosphate O-acyltransferases
HGNC:20886,AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5,Approved,gene with protein product,,"FLJ11210, LPAAT-e, LPAAT-epsilon, LPLAT5",8p23.1,55326,ENSG00000155189,OTTHUMG00000163656,46,1-acylglycerol-3-phosphate O-acyltransferases
HGNC:20880,GPAT4,glycerol-3-phosphate acyltransferase 4,Approved,gene with protein product,AGPAT6,"DKFZp586M1819, LPAAT-zeta, TSARG7",8p11.21,137964,ENSG00000158669,OTTHUMG00000164082,46,1-acylglycerol-3-phosphate O-acyltransferases
HGNC:30059,LPCAT4,lysophosphatidylcholine acyltransferase 4,Approved,gene with protein product,"AYTL3, AGPAT7","FLJ10257, LPAAT-eta, LPEAT2, LPLAT10",15q14,254531,ENSG00000176454,OTTHUMG00000172349,46,1-acylglycerol-3-phosphate O-acyltransferases
HGNC:26756,LCLAT1,lysocardiolipin acyltransferase 1,Approved,gene with protein product,LYCAT,"FLJ37965, ALCAT1, AGPAT8, LPLAT6",2p23.1,253558,ENSG00000172954,OTTHUMG00000099349,46,1-acylglycerol-3-phosphate O-acyltransferases
HGNC:28157,GPAT3,glycerol-3-phosphate acyltransferase 3,Approved,gene with protein product,AGPAT9,"MGC11324, LPAAT-theta, MAG1, HMFN0839, AGPAT10",4q21.23,84803,ENSG00000138678,OTTHUMG00000130431,46,1-acylglycerol-3-phosphate O-acyltransferases
HGNC:188,ADAM10,ADAM metallopeptidase domain 10,Approved,gene with protein product,,"kuz, MADM, HsT18717, CD156C",15q21.3,102,ENSG00000137845,OTTHUMG00000132633,47,ADAM metallopeptidase domain containing
HGNC:189,ADAM11,ADAM metallopeptidase domain 11,Approved,gene with protein product,MDC,,17q21.31,4185,ENSG00000073670,OTTHUMG00000179038,47,ADAM metallopeptidase domain containing
HGNC:190,ADAM12,ADAM metallopeptidase domain 12,Approved,gene with protein product,,"MCMPMltna, MLTN",10q26.2,8038,ENSG00000148848,OTTHUMG00000019243,47,ADAM metallopeptidase domain containing
HGNC:193,ADAM15,ADAM metallopeptidase domain 15,Approved,gene with protein product,,MDC15,1q21.3,8751,ENSG00000143537,OTTHUMG00000013898,47,ADAM metallopeptidase domain containing
HGNC:195,ADAM17,ADAM metallopeptidase domain 17,Approved,gene with protein product,TACE,"cSVP, CD156B",2p25.1,6868,ENSG00000151694,OTTHUMG00000090425,47,ADAM metallopeptidase domain containing
HGNC:196,ADAM18,ADAM metallopeptidase domain 18,Approved,gene with protein product,,"tMDCIII, ADAM27",8p11.22,8749,ENSG00000168619,OTTHUMG00000164040,47,ADAM metallopeptidase domain containing
HGNC:197,ADAM19,ADAM metallopeptidase domain 19,Approved,gene with protein product,,MLTNB,5q33.3,8728,ENSG00000135074,OTTHUMG00000130242,47,ADAM metallopeptidase domain containing
HGNC:187,ADAM1A,ADAM metallopeptidase domain 1A (pseudogene),Approved,pseudogene,ADAM1,"FTNAP, PH-30a, Ftna, ADAM1P",12q24.12-q24.13,8759,ENSG00000229186,OTTHUMG00000154247,47,ADAM metallopeptidase domain containing
HGNC:44366,ADAM1B,ADAM metallopeptidase domain 1B (pseudogene),Approved,pseudogene,,,12q24.13,100420505,ENSG00000226469,OTTHUMG00000154246,47,ADAM metallopeptidase domain containing
HGNC:198,ADAM2,ADAM metallopeptidase domain 2,Approved,gene with protein product,FTNB,"PH-30b, PH30, CT15",8p11.22,2515,ENSG00000104755,OTTHUMG00000164041,47,ADAM metallopeptidase domain containing
HGNC:199,ADAM20,ADAM metallopeptidase domain 20,Approved,gene with protein product,,,14q24.2,8748,ENSG00000134007,OTTHUMG00000167548,47,ADAM metallopeptidase domain containing
HGNC:200,ADAM21,ADAM metallopeptidase domain 21,Approved,gene with protein product,,ADAM31,14q24.2,8747,ENSG00000139985,OTTHUMG00000171328,47,ADAM metallopeptidase domain containing
HGNC:201,ADAM22,ADAM metallopeptidase domain 22,Approved,gene with protein product,,MDC2,7q21.12,53616,ENSG00000008277,OTTHUMG00000137417,47,ADAM metallopeptidase domain containing
HGNC:202,ADAM23,ADAM metallopeptidase domain 23,Approved,gene with protein product,,MDC3,2q33.3,8745,ENSG00000114948,OTTHUMG00000132919,47,ADAM metallopeptidase domain containing
HGNC:203,ADAM24P,"ADAM metallopeptidase domain 24, pseudogene",Approved,pseudogene,,,8p22,646479,ENSG00000214607,OTTHUMG00000154893,47,ADAM metallopeptidase domain containing
HGNC:206,ADAM28,ADAM metallopeptidase domain 28,Approved,gene with protein product,,"eMDCII, MDC-Lm, MDC-Ls, ADAM23",8p21.2,10863,ENSG00000042980,OTTHUMG00000163780,47,ADAM metallopeptidase domain containing
HGNC:207,ADAM29,ADAM metallopeptidase domain 29,Approved,gene with protein product,,"svph1, CT73",4q34.1,11086,ENSG00000168594,OTTHUMG00000160764,47,ADAM metallopeptidase domain containing
HGNC:208,ADAM30,ADAM metallopeptidase domain 30,Approved,gene with protein product,,svph4,1p12,11085,ENSG00000134249,OTTHUMG00000189303,47,ADAM metallopeptidase domain containing
HGNC:15479,ADAM32,ADAM metallopeptidase domain 32,Approved,gene with protein product,,,8p11.22,203102,ENSG00000197140,OTTHUMG00000164071,47,ADAM metallopeptidase domain containing
HGNC:15478,ADAM33,ADAM metallopeptidase domain 33,Approved,gene with protein product,C20orf153,"DKFZp434K0521, dJ964F7.1",20p13,80332,ENSG00000149451,OTTHUMG00000031758,47,ADAM metallopeptidase domain containing
HGNC:209,ADAM3A,ADAM metallopeptidase domain 3A (pseudogene),Approved,pseudogene,CYRN1,"ADAM3, tMDCI",8p11.22,1587,ENSG00000197475,OTTHUMG00000154991,47,ADAM metallopeptidase domain containing
HGNC:210,ADAM3B,ADAM metallopeptidase domain 3B (pseudogene),Approved,pseudogene,CYRN2,,16q12.1,1596,ENSG00000260089,OTTHUMG00000173492,47,ADAM metallopeptidase domain containing
HGNC:212,ADAM5,ADAM metallopeptidase domain 5 (pseudogene),Approved,pseudogene,ADAM5P,tMDCII,8p11.22,255926,ENSG00000196115,OTTHUMG00000154982,47,ADAM metallopeptidase domain containing
HGNC:213,ADAM6,ADAM metallopeptidase domain 6 (pseudogene),Approved,pseudogene,C14orf96,tMDCIV,14q32.33,8755,ENSG00000271968,OTTHUMG00000152319,47,ADAM metallopeptidase domain containing
HGNC:214,ADAM7,ADAM metallopeptidase domain 7,Approved,gene with protein product,,"GP-83, EAPI",8p21.2,8756,ENSG00000069206,OTTHUMG00000097859,47,ADAM metallopeptidase domain containing
HGNC:215,ADAM8,ADAM metallopeptidase domain 8,Approved,gene with protein product,,"CD156, MS2, CD156A",10q26.3,101,ENSG00000151651,OTTHUMG00000019309,47,ADAM metallopeptidase domain containing
HGNC:216,ADAM9,ADAM metallopeptidase domain 9,Approved,gene with protein product,CORD9,"MDC9, KIAA0021, MCMP, Mltng",8p11.22,8754,ENSG00000168615,OTTHUMG00000159783,47,ADAM metallopeptidase domain containing
HGNC:217,ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1,Approved,gene with protein product,,"C3-C5, METH1, KIAA1346",21q21.3,9510,ENSG00000154734,OTTHUMG00000078688,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:13201,ADAMTS10,ADAM metallopeptidase with thrombospondin type 1 motif 10,Approved,gene with protein product,,ADAM-TS10,19p13.2,81794,ENSG00000142303,OTTHUMG00000182216,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:14605,ADAMTS12,ADAM metallopeptidase with thrombospondin type 1 motif 12,Approved,gene with protein product,,,5p13.3-p13.2,81792,ENSG00000151388,OTTHUMG00000162088,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:1366,ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13,Approved,gene with protein product,C9orf8,"VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322",9q34.2,11093,ENSG00000160323,OTTHUMG00000020876,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:14899,ADAMTS14,ADAM metallopeptidase with thrombospondin type 1 motif 14,Approved,gene with protein product,,,10q22.1,140766,ENSG00000138316,OTTHUMG00000018414,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:16305,ADAMTS15,ADAM metallopeptidase with thrombospondin type 1 motif 15,Approved,gene with protein product,,,11q24.3,170689,ENSG00000166106,OTTHUMG00000165657,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:17108,ADAMTS16,ADAM metallopeptidase with thrombospondin type 1 motif 16,Approved,gene with protein product,,ADAMTS16s,5p15.32,170690,ENSG00000145536,OTTHUMG00000161663,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:17109,ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17,Approved,gene with protein product,,"FLJ32769, FLJ16363",15q26.3,170691,ENSG00000140470,OTTHUMG00000149867,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:17110,ADAMTS18,ADAM metallopeptidase with thrombospondin type 1 motif 18,Approved,gene with protein product,ADAMTS21,,16q23.1,170692,ENSG00000140873,OTTHUMG00000137619,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:17111,ADAMTS19,ADAM metallopeptidase with thrombospondin type 1 motif 19,Approved,gene with protein product,,,5q23.3,171019,ENSG00000145808,OTTHUMG00000128990,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:218,ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2,Approved,gene with protein product,,"ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI",5q35.3,9509,ENSG00000087116,OTTHUMG00000130915,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:17178,ADAMTS20,ADAM metallopeptidase with thrombospondin type 1 motif 20,Approved,gene with protein product,,GON-1,12q12,80070,ENSG00000173157,OTTHUMG00000169353,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:219,ADAMTS3,ADAM metallopeptidase with thrombospondin type 1 motif 3,Approved,gene with protein product,,"KIAA0366, ADAMTS-4",4q13.3,9508,ENSG00000156140,OTTHUMG00000129912,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:220,ADAMTS4,ADAM metallopeptidase with thrombospondin type 1 motif 4,Approved,gene with protein product,,"KIAA0688, ADAMTS-2, ADMP-1",1q23.3,9507,ENSG00000158859,OTTHUMG00000034349,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:221,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5,Approved,gene with protein product,,"ADMP-2, ADAMTS11",21q21.3,11096,ENSG00000154736,OTTHUMG00000078686,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:222,ADAMTS6,ADAM metallopeptidase with thrombospondin type 1 motif 6,Approved,gene with protein product,,ADAM-TS6,5q12.3,11174,ENSG00000049192,OTTHUMG00000074079,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:223,ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7,Approved,gene with protein product,,"ADAM-TS7, DKFZp434H204",15q25.1,11173,ENSG00000136378,OTTHUMG00000172907,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:224,ADAMTS8,ADAM metallopeptidase with thrombospondin type 1 motif 8,Approved,gene with protein product,,"METH2, FLJ41712, ADAM-TS8",11q24.3,11095,ENSG00000134917,OTTHUMG00000165656,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:13202,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,Approved,gene with protein product,,KIAA1312,3p14.1,56999,ENSG00000163638,OTTHUMG00000158722,50,ADAM metallopeptidases with thrombospondin type 1 motif
HGNC:232,ADCY1,adenylate cyclase 1,Approved,gene with protein product,DFNB44,AC1,7p12.3,107,ENSG00000164742,OTTHUMG00000155420,53,Adenylate cyclases
HGNC:21285,ADCY10,adenylate cyclase 10,Approved,gene with protein product,,"SAC, Sacy, SACI, HCA2, RP1-313L4.2",1q24.2,55811,ENSG00000143199,OTTHUMG00000034573,53,Adenylate cyclases
HGNC:233,ADCY2,adenylate cyclase 2,Approved,gene with protein product,,"HBAC2, KIAA1060, AC2",5p15.31,108,ENSG00000078295,OTTHUMG00000090476,53,Adenylate cyclases
